training_run_id,experiment_name,dataset,split_seed,training_seed,model_name,optimizer_name,learning_rate,weight_decay,clipping_norm,noise_multiplier,batch_size,epochs,sampling_rate,delta,epsilon_upper_theory,model_artifact_path,epsilon_upper_pld,pld_accounting_backend,config_snapshot_path,created_at_utc,notes,utility_accuracy,utility_loss
train_codex_raw_lira_mnist_seed123_20260717T075636Z,codex_raw_lira_mnist,mnist,11,123,simple_mlp,sgd,0.15,0.0,1.0,1.1,128,1,0.0625,1e-05,2.242196097938645,/kaggle/working/codex/results/mnist_saturation/training/checkpoints/train_codex_raw_lira_mnist_seed123_20260717T075636Z.pt,1.812994,google_dp_accounting,/kaggle/working/codex/results/mnist_saturation/training/configs/train_codex_raw_lira_mnist_seed123_20260717T075636Z_config.json,2026-07-17T07:56:36.936783+00:00,Codex raw LiRA sidecar pilot.,0.468359375,1.9833532452583313
