check_name,status,dataset,attack,support,epsilon_upper_pld,epsilon_upper_rdp,epsilon_lower_wilson,epsilon_lower_point,tightness_pld,selected_tpr,selected_fpr,num_member_samples,num_nonmember_samples,gdp_valid_lower_bound,gdp_auc,warning,notes
train_accounting_smoke,pass,mnist,__training__,"train=2048, eval=512",1.812994,2.242196097938645,,,,,,,,,,,PLD upper bound should be positive and no larger than RDP.
passive_budget_smoke,pass,mnist,passive_negative_loss,budget_128x2,1.812994,2.242196097938645,0.0,0.055552553707913586,0.0,0.578125,0.546875,128,128,,,Reported empirical lower bound uses the confidence-supported lower side rather than the optimistic point estimate.,Passive baseline should remain conservative; zero is acceptable.
canary_smoke,pass,mnist,canary_random,16_canaries_x2,1.839183,2.1734953818025433,0.0,0.4854924310479718,0.0,0.65,0.4,20,20,,,Reported empirical lower bound uses the confidence-supported lower side rather than the optimistic point estimate.,Evaluator-controlled track executes and records conservative Wilson support.
raw_lira_k_ladder,pass,mnist,passive_raw_lira,K=8,1.812994,2.242196097938645,0.07325437422945882,2.772268671028856,0.04040519396614596,0.03125,0.0,256,256,False,0.7152557373046875,Selected threshold lies in a sparse tail region. Reported empirical lower bound uses the confidence-supported lower side rather than the optimistic point estimate.,Raw LiRA should produce explicit K-dependent Wilson and GDP diagnostic fields.
raw_lira_k_ladder,pass,mnist,passive_raw_lira,K=16,1.812994,2.242196097938645,0.7054458223011774,1.0414371426620355,0.38910543680849324,0.59765625,0.2109375,256,256,False,0.77081298828125,Reported empirical lower bound uses the confidence-supported lower side rather than the optimistic point estimate.,Raw LiRA should produce explicit K-dependent Wilson and GDP diagnostic fields.
raw_lira_k_sanity,pass,mnist,passive_raw_lira,K=8->16,1.812994,2.242196097938645,0.7054458223011774,1.0414371426620355,0.38910543680849324,0.59765625,0.2109375,256,256,False,0.77081298828125,Reported empirical lower bound uses the confidence-supported lower side rather than the optimistic point estimate.,Checks K scaling is not catastrophically unstable on the quick run.
runtime,info,mnist,__runtime__,device=cpu,,,,,,,,,,,,,elapsed_seconds=29.2
